rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
1180,https://boardgamegeek.com/boardgame/257518,257518,Claustrophobia 1643,2,2,90,45,90,2.6667,2019,14,8.027,6.49205,1430,3680,"Croc, Laurent Pouchain"
1181,https://boardgamegeek.com/boardgame/140933,140933,Blueprints,2,4,30,30,30,1.6856,2013,14,6.79749,6.49217,6716,8808,Yves Tourigny
1182,https://boardgamegeek.com/boardgame/121410,121410,Steam Park,2,4,60,60,60,2.1187,2013,10,6.83827,6.49156,5920,9252,"Aureliano Buonfino, Lorenzo Silva, Lorenzo Tucci Sorrentino"
1183,https://boardgamegeek.com/boardgame/195162,195162,Plague Inc.: The Board Game,1,4,60,60,60,2.15,2017,14,7.39041,6.49148,3140,6002,James Vaughan
1184,https://boardgamegeek.com/boardgame/34084,34084,Witch's Brew,3,5,60,30,60,1.87,2008,9,7.01015,6.49114,3797,3930,Andreas Pelikan
1185,https://boardgamegeek.com/boardgame/226520,226520,Exit: The Game – The Sinister Mansion,1,4,90,45,90,2.5588,2018,12,7.2976,6.48859,2387,4831,"Inka Brand, Markus Brand, Ralph Querfurth"
1186,https://boardgamegeek.com/boardgame/342848,342848,World of Warcraft: Wrath of the Lich King,1,5,60,45,60,2.1481,2021,14,7.49164,6.48813,2267,6275,"Justin Kemppainen, Todd Michlitsch, Alexandar Ortloff, Michael Sanfilippo"
1187,https://boardgamegeek.com/boardgame/329845,329845,Stella: Dixit Universe,3,6,30,30,30,1.1667,2021,8,7.30784,6.48782,2437,4345,"Gérald Cattiaux, Jean-Louis Roubira"
1188,https://boardgamegeek.com/boardgame/151007,151007,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,1,4,90,90,90,2.914,2014,13,7.29948,6.48755,2622,6822,"Chad Brown, Tanis O'Connor, Paul Peterson, Mike Selinker, Gaby Weidling"
1189,https://boardgamegeek.com/boardgame/8045,8045,Princes of the Renaissance,3,6,180,180,180,3.5083,2003,12,7.32451,6.48749,2288,3332,Martin Wallace
1190,https://boardgamegeek.com/boardgame/244536,244536,Tiny Epic Zombies,1,5,45,30,45,2.4787,2018,14,6.96846,6.48716,5037,15093,Scott Almes
1191,https://boardgamegeek.com/boardgame/137297,137297,Rise of Augustus,2,6,30,30,30,1.6355,2013,8,6.7342,6.4871,8116,10104,Paolo Mori
1192,https://boardgamegeek.com/boardgame/82168,82168,Escape from the Aliens in Outer Space,2,8,45,20,45,1.9196,2010,12,6.92853,6.4872,4717,8321,"Mario Porpora, Pietro Righi Riva, Luca Francesco Rossi, Nicolò Tedeschi"
1193,https://boardgamegeek.com/boardgame/105,105,Colossal Arena,2,5,60,40,60,2.0203,1997,8,6.76777,6.48484,7205,8776,Reiner Knizia
1194,https://boardgamegeek.com/boardgame/17396,17396,Manoeuvre,2,2,60,60,60,2.1096,2008,12,7.2925,6.48438,2425,3161,Jeff Horger
1195,https://boardgamegeek.com/boardgame/13823,13823,Fairy Tale,2,5,30,30,30,1.7668,2004,10,6.71,6.48396,8832,12641,Satoshi Nakamura
1196,https://boardgamegeek.com/boardgame/137649,137649,Level 7 [Omega Protocol],2,6,90,60,90,3.1743,2013,14,7.43865,6.48306,2123,4088,Will Schoonover
1197,https://boardgamegeek.com/boardgame/187377,187377,Vikings Gone Wild,2,4,90,45,90,2.2459,2017,10,7.12818,6.4828,3572,6245,Julien Vergonjeanne
1198,https://boardgamegeek.com/boardgame/171879,171879,Kraftwagen,2,4,75,75,75,2.8333,2015,10,7.23062,6.482,2528,3891,Matthias Cramer
1199,https://boardgamegeek.com/boardgame/343562,343562,Horrified: American Monsters,1,5,60,60,60,2.1429,2021,10,7.56906,6.48007,1919,5627,Michael Mulvihill
1200,https://boardgamegeek.com/boardgame/173101,173101,Council of 4,2,4,75,40,75,2.625,2015,10,7.15062,6.4798,2887,4132,"Simone Luciani, Daniele Tascini"
1201,https://boardgamegeek.com/boardgame/22141,22141,Cleopatra and the Society of Architects,3,5,60,60,60,2.2822,2006,10,6.79911,6.4797,6511,8054,"Bruno Cathala, Ludovic Maublanc"
1202,https://boardgamegeek.com/boardgame/1115,1115,Poker,2,10,60,60,60,2.4207,1810,12,6.71434,6.47921,10538,9540,(Uncredited)
1203,https://boardgamegeek.com/boardgame/300753,300753,Cross Clues,2,6,10,5,10,1.0441,2020,7,7.27665,6.47833,2684,5281,Grégory Grard
1204,https://boardgamegeek.com/boardgame/256606,256606,Spirits of the Wild,2,2,30,15,30,1.3729,2018,10,7.3475,6.47784,2329,4896,Nick Hayes
1205,https://boardgamegeek.com/boardgame/527,527,GIPF,2,2,60,30,60,2.7812,1996,9,7.09229,6.4778,3217,5268,Kris Burm
1206,https://boardgamegeek.com/boardgame/121297,121297,Fleet,2,4,45,30,45,2.2418,2012,10,6.85665,6.47681,5146,6796,"Ben Pinchback, Matt Riddle"
1207,https://boardgamegeek.com/boardgame/281194,281194,Flick of Faith,2,4,40,15,40,1.2241,2019,8,7.37704,6.47631,2208,4164,"Kamil Jarząbek, Paweł Stobiecki, Jan Truchanowicz, Łukasz Włodarczyk"
1208,https://boardgamegeek.com/boardgame/180899,180899,Ponzi Scheme,3,5,90,60,90,2.4444,2015,12,7.15664,6.47419,2798,3085,Jesse Li
1209,https://boardgamegeek.com/boardgame/230085,230085,Agra,2,4,120,90,120,4.346,2017,12,7.30914,6.47448,2356,3978,Michael Keller (II)
1210,https://boardgamegeek.com/boardgame/233961,233961,Claim,2,2,25,25,25,1.6848,2017,10,6.96206,6.47361,4240,9731,Scott Almes
1211,https://boardgamegeek.com/boardgame/126100,126100,Mythos Tales,1,10,120,60,120,2.1463,2016,13,7.36352,6.47152,2275,5521,"Hal Eccles, Will Kenyon, Jason Maxwell, Tim Uren"
1212,https://boardgamegeek.com/boardgame/152470,152470,Fief: France 1429,3,6,240,120,240,3.8165,2015,13,7.43455,6.47128,2230,4165,Philippe Mouchebeuf
1213,https://boardgamegeek.com/boardgame/30381,30381,Hamburgum,2,5,75,75,75,3.0747,2007,12,7.04891,6.47105,3225,3477,Mac Gerdts
1214,https://boardgamegeek.com/boardgame/43443,43443,Castle Panic,1,6,60,60,60,1.6531,2009,10,6.64486,6.47097,15714,27174,Justin De Witt
1215,https://boardgamegeek.com/boardgame/102548,102548,Dungeon Fighter,1,6,60,45,60,1.7581,2011,14,6.81059,6.47076,6595,9229,"Aureliano Buonfino, Lorenzo Silva, Lorenzo Tucci Sorrentino"
1216,https://boardgamegeek.com/boardgame/174660,174660,New York 1901,2,4,60,30,60,2.0478,2015,8,6.80273,6.47028,6165,10261,Chénier La Salle
1217,https://boardgamegeek.com/boardgame/192074,192074,Odin's Ravens (Second Edition),2,2,30,15,30,1.2062,2016,10,7.01246,6.46951,3754,7110,Thorsten Gimmler
1218,https://boardgamegeek.com/boardgame/16395,16395,Blokus Duo,2,2,15,15,15,1.6869,2005,5,6.82551,6.46943,5605,8880,Bernard Tavitian
1219,https://boardgamegeek.com/boardgame/204836,204836,Escape Room: The Game,3,5,60,60,60,2.25,2016,16,6.95005,6.46943,4013,8680,(Uncredited)
1220,https://boardgamegeek.com/boardgame/123955,123955,Thunderbolt Apache Leader,1,1,90,90,90,3.2222,2012,12,8.02815,6.46919,1310,3279,Dan Verssen
1221,https://boardgamegeek.com/boardgame/35815,35815,A Touch of Evil: The Supernatural Game,2,8,120,60,120,2.565,2008,12,6.97996,6.4687,4606,6690,Jason C. Hill
1222,https://boardgamegeek.com/boardgame/253608,253608,18Chesapeake,2,6,180,180,180,3.85,2020,13,7.74766,6.46863,1467,2299,Scott Petersen
1223,https://boardgamegeek.com/boardgame/325022,325022,Coffee Traders,2,5,150,120,150,4.2837,2021,12,7.7606,6.46837,1546,2827,"Rolf Sagel, André Spil"
1224,https://boardgamegeek.com/boardgame/91873,91873,Strasbourg,3,5,60,60,60,2.7382,2011,12,7.15527,6.46746,2687,2797,Stefan Feld
1225,https://boardgamegeek.com/boardgame/247236,247236,Duelosaur Island,1,2,45,30,45,2.3492,2018,10,7.07123,6.46704,3260,7793,Ian Moss
1226,https://boardgamegeek.com/boardgame/42910,42910,Peloponnes,1,5,45,45,45,2.3807,2009,10,7.10595,6.46666,2878,3022,Bernd Eisenstein
1227,https://boardgamegeek.com/boardgame/159504,159504,Folklore: The Affliction,1,5,120,90,120,3.7237,2017,14,7.72439,6.46662,1990,5246,"Nick Blain, Will Donovan"
1228,https://boardgamegeek.com/boardgame/302098,302098,Chronicles of Crime: 1900,1,4,90,60,90,1.7917,2021,12,8.05787,6.46628,1524,7668,"David Cicurel, Wojciech Grajkowski"
1229,https://boardgamegeek.com/boardgame/147303,147303,Carcassonne: South Seas,2,5,35,35,35,1.8904,2013,8,7.05939,6.46544,3366,5348,Klaus-Jürgen Wrede
1230,https://boardgamegeek.com/boardgame/271319,271319,Las Vegas Royale,2,5,60,45,60,1.4222,2019,8,7.44211,6.46465,1970,4077,Rüdiger Dorn
1231,https://boardgamegeek.com/boardgame/66837,66837,1862: Railway Mania in the Eastern Counties,1,8,300,120,300,4.6333,2013,14,8.25691,6.46352,1046,2575,Mike Hutton
1232,https://boardgamegeek.com/boardgame/282954,282954,Paris,2,4,90,90,90,2.7722,2020,12,7.26593,6.46243,2415,4627,"Michael Kiesling, Wolfgang Kramer"
1233,https://boardgamegeek.com/boardgame/50768,50768,Ninjato,2,4,60,60,60,2.7594,2011,12,7.16472,6.46253,2705,2861,"Dan Schnake, Adam West"
1234,https://boardgamegeek.com/boardgame/25643,25643,Arkadia,2,4,60,45,60,2.5714,2006,10,6.90996,6.46187,4265,4556,Rüdiger Dorn
1235,https://boardgamegeek.com/boardgame/240855,240855,Lockup: A Roll Player Tale,1,5,90,45,90,2.3958,2019,14,7.38129,6.46199,2088,4149,Stan Kordonskiy
1236,https://boardgamegeek.com/boardgame/154386,154386,Medieval Academy,2,5,30,30,30,1.8175,2014,8,6.93709,6.46149,3920,5622,Nicolas Poncin
1237,https://boardgamegeek.com/boardgame/242722,242722,Here I Stand: 500th Anniversary Edition,2,6,360,180,360,4.5094,2017,14,8.57287,6.46121,945,2313,Ed Beach
1238,https://boardgamegeek.com/boardgame/19100,19100,Hacienda,2,5,90,60,90,2.6294,2005,10,6.92294,6.46089,4164,4164,Wolfgang Kramer
1239,https://boardgamegeek.com/boardgame/299317,299317,Aeon's End: Outcasts,1,4,60,60,60,3,2020,14,8.57242,6.46083,925,3269,"Sydney Engelstein, Nick Little (I), Kevin Riley"
1240,https://boardgamegeek.com/boardgame/226518,226518,Exit: The Game – The Sunken Treasure,1,4,90,45,90,1.8571,2017,10,7.05472,6.46003,3248,6095,"Inka Brand, Markus Brand"
1241,https://boardgamegeek.com/boardgame/218421,218421,Street Masters,1,4,120,45,120,2.8298,2018,14,8.01124,6.45991,1312,2361,"Adam Sadler, Brady Sadler"
1242,https://boardgamegeek.com/boardgame/104347,104347,Santiago de Cuba,2,4,75,40,75,2.1544,2011,10,6.88813,6.45906,4534,4821,Michael Rieneck
1243,https://boardgamegeek.com/boardgame/164338,164338,The Golden Ages,2,4,90,60,90,2.8976,2014,12,7.26149,6.45804,2337,3170,Luigi Ferrini
1244,https://boardgamegeek.com/boardgame/177802,177802,Smash Up: It's Your Fault!,2,2,60,45,60,2.0455,2016,14,7.50104,6.45668,1934,7265,Paul Peterson
1245,https://boardgamegeek.com/boardgame/188547,188547,Maximum Apocalypse,1,6,90,45,90,2.1212,2018,13,7.52983,6.45644,2082,4287,Mike Gnade
1246,https://boardgamegeek.com/boardgame/238638,238638,Castell,2,4,90,60,90,3.2195,2018,12,7.43153,6.45496,1884,2595,Aaron Vanderbeek
1247,https://boardgamegeek.com/boardgame/12995,12995,Dungeon Twister,2,2,60,60,60,2.8862,2004,11,6.81051,6.45431,5984,7861,Christophe Boelinger
1248,https://boardgamegeek.com/boardgame/42452,42452,Rattus,2,4,45,45,45,2.0576,2010,10,6.78015,6.45417,5982,6121,"Åse Berg, Henrik Berg"
1249,https://boardgamegeek.com/boardgame/39953,39953,A Game of Thrones: The Card Game,2,4,120,60,120,3.2577,2008,12,6.81683,6.45416,6218,10670,"Nate French, Eric M. Lang, Christian T. Petersen"
1250,https://boardgamegeek.com/boardgame/284936,284936,Café,1,4,45,20,45,2.0312,2020,8,7.31649,6.45394,2296,4648,"Costa, Rôla"
1251,https://boardgamegeek.com/boardgame/855,855,Java,2,4,120,120,120,3.3867,2000,12,7.0093,6.45371,3434,5143,"Michael Kiesling, Wolfgang Kramer"
1252,https://boardgamegeek.com/boardgame/165986,165986,Royals,2,5,60,60,60,2.2277,2014,10,7.16981,6.45361,2636,3738,Peter Hawes
1253,https://boardgamegeek.com/boardgame/269595,269595,Copenhagen,2,4,40,20,40,1.6806,2019,8,6.99621,6.4535,3577,4487,"Asger Harding Granerud, Daniel Skjold Pedersen"
1254,https://boardgamegeek.com/boardgame/38159,38159,Ultimate Werewolf: Ultimate Edition,5,68,90,30,90,1.4875,2008,8,6.98318,6.45312,4018,7001,Ted Alspach
1255,https://boardgamegeek.com/boardgame/228660,228660,Betrayal at Baldur's Gate,3,6,60,60,60,2.5645,2017,12,7.09818,6.45287,3749,9181,"Chris Dupuis, Mike Mearls"
1256,https://boardgamegeek.com/boardgame/160610,160610,Thunderbirds,1,4,60,45,60,2.4872,2015,10,7.54516,6.45251,1911,3805,Matt Leacock
1257,https://boardgamegeek.com/boardgame/202583,202583,Rise of Tribes,2,4,60,30,60,2.1696,2018,10,7.1455,6.45212,2925,5975,Brad Brooks
1258,https://boardgamegeek.com/boardgame/1540,1540,BattleTech,2,0,0,0,0,3.4133,1985,12,7.0874,6.45238,3539,5230,"Forest Brown, L. R. ""Butch"" Leeper, Jordan Weisman"
1259,https://boardgamegeek.com/boardgame/18258,18258,Mission: Red Planet,3,5,60,60,60,2.3178,2005,10,6.88783,6.45222,4220,3695,"Bruno Cathala, Bruno Faidutti"
1260,https://boardgamegeek.com/boardgame/149155,149155,Dead Man's Draw,2,4,15,15,15,1.3299,2015,13,6.84958,6.45195,5356,9110,
1261,https://boardgamegeek.com/boardgame/268201,268201,Dice Throne,2,6,40,20,40,2.1667,2018,8,7.674,6.45166,1754,2257,"Nate Chatellier, Manny Trembley"
1262,https://boardgamegeek.com/boardgame/223855,223855,Sentient,2,4,60,30,60,2.2143,2017,12,7.20085,6.45028,2490,3113,J. Alex Kevern
1263,https://boardgamegeek.com/boardgame/10,10,Elfenland,2,6,60,60,60,2.1568,1998,10,6.68502,6.451,8751,10826,Alan R. Moon
1264,https://boardgamegeek.com/boardgame/41916,41916,The Magic Labyrinth,2,4,30,20,30,1.2228,2009,6,6.81974,6.45081,5805,10648,Dirk Baumann
